"transcript_id","cell_id","overlaps_nucleus","feature_name","x_location","y_location","z_location","qv"
281474976710658,7703,0,"Dkk3",4820.3257,768.67926,15.693588,16.515629
281474976710659,7704,0,"Dkk3",4820.89,731.11847,15.173458,22.901026
281474976710661,7704,0,"Dkk3",4821.784,733.2124,14.51788,15.178098
281474976710664,7886,0,"Bhlhe40",4824.488,656.7761,15.052075,22.886139
281474976710665,7704,1,"Bhlhe40",4825.741,737.8718,17.312185,31.84678
281474976710666,7706,1,"Neurod6",4825.8647,731.9268,15.605976,15.870037
281474976710668,7706,1,"Sox10",4828.9385,729.1626,17.071465,16.680943
281474976710670,7886,0,"Dkk3",4829.487,664.70807,16.564245,8.445508
281474976710674,7886,1,"Dkk3",4831.6465,660.24963,13.983862,28.154264
281474976710676,7886,0,"Dkk3",4834.4844,663.3026,16.49666,22.61611
281474976710677,7706,1,"Sox10",4834.934,728.08673,17.051199,16.227379
281474976710678,-1,0,"Dkk3",4836.308,881.4813,14.430318,40.0
281474976710679,7873,1,"Dkk3",4834.9976,624.5525,15.127246,40.0
281474976710680,7711,0,"Bhlhe40",4836.126,752.92523,15.057694,25.83778
281474976710681,7724,1,"Bhlhe40",4836.407,779.0423,16.70302,40.0
281474976710682,7706,0,"Sox10",4836.1445,727.7681,14.859079,40.0
281474976710683,7886,0,"Dkk3",4836.0254,673.27716,16.230406,15.783508
281474976710684,7885,1,"Dkk3",4836.322,661.5486,14.359548,40.0
281474976710685,7873,1,"Neurod6",4837.4946,627.4125,17.085653,40.0
281474976710686,7709,1,"Gjb2",4838.227,700.5982,15.312146,40.0
281474976710687,7709,0,"Dkk3",4839.077,709.5973,15.16073,40.0
281474976710688,7709,1,"Dkk3",4840.081,699.5368,14.410922,40.0
281474976710689,7709,1,"Bhlhe40",4840.2007,705.3941,15.330307,40.0
281474976710690,7881,0,"Dkk3",4840.694,643.92377,14.267355,40.0
281474976710691,7709,1,"Dkk3",4841.4336,701.1312,14.24024,28.154264
281474976710692,7709,1,"Dkk3",4841.603,704.7347,16.096928,40.0
281474976710693,7709,0,"Dkk3",4841.6445,695.8886,15.27904,40.0
281474976710694,7724,0,"Car4",4842.3906,773.1886,14.265802,40.0
281474976710695,7886,0,"Dkk3",4841.7583,674.8617,15.067827,40.0
281474976710696,7876,0,"Dkk3",4842.616,628.7197,15.518143,40.0
281474976710697,7709,1,"Sema5b",4843.18,704.4323,14.990394,12.982813
281474976710698,7710,0,"Neurod6",4843.7183,691.8724,15.710137,15.024559
281474976710699,7876,1,"Car4",4843.8525,633.37714,14.648504,40.0
281474976710700,7711,0,"Bhlhe40",4844.695,752.8779,14.214717,22.881916
281474976710701,7709,1,"Dkk3",4844.8857,702.9295,14.680636,40.0
281474976710702,7710,1,"Neurod6",4844.935,690.1576,15.359508,26.166996
281474976710703,7881,1,"Dkk3",4845.6895,651.194,15.239728,40.0
281474976710704,7714,0,"Bhlhe40",4846.649,734.77594,14.676964,40.0
281474976710705,7710,0,"Dkk3",4846.7764,685.67255,14.522469,40.0
281474976710706,7856,0,"Dkk3",4847.095,670.0114,14.558963,40.0
281474976710707,7856,0,"Neurod6",4847.1733,672.76666,15.882557,15.624968
281474976710708,7711,1,"Bhlhe40",4847.8687,759.9201,14.088171,40.0
281474976710709,7714,0,"Dkk3",4848.1772,741.249,15.388889,21.123407
281474976710710,7712,0,"Neurod6",4848.3745,776.1225,15.551215,26.166996
281474976710711,7881,0,"Dkk3",4847.917,642.1288,14.7031765,40.0
281474976710712,7712,0,"Dkk3",4848.831,771.4212,14.568425,15.622429
281474976710713,7856,0,"Bhlhe40",4848.5,671.85767,15.595814,40.0
281474976710714,7726,0,"Bhlhe40",4849.484,788.4144,15.164398,40.0
281474976710715,7713,0,"Bhlhe40",4849.368,720.0944,15.016714,26.898216
281474976710716,7713,0,"Dkk3",4849.6733,713.99854,15.302475,28.154264
281474976710717,7726,0,"Dkk3",4850.697,788.3363,15.1076355,40.0
281474976710718,-1,0,"Sema5b",4851.1313,827.8877,14.658239,40.0
281474976710719,-1,0,"Dkk3",4851.16,825.6007,14.26523,40.0
281474976710720,7713,0,"Neurod6",4850.841,714.2626,15.386226,40.0
281474976710721,7712,1,"Bhlhe40",4851.711,776.1875,17.630262,40.0
281474976710722,7714,0,"Neurod6",4851.8564,726.87244,14.767166,40.0
281474976710723,7712,1,"Dkk3",4852.7705,776.04443,18.120907,26.538876
281474976710724,7714,0,"Bhlhe40",4853.1855,743.5,15.839166,23.487532
281474976710725,7876,0,"Dkk3",4852.5835,626.9002,14.968073,40.0
281474976710726,7713,1,"Dkk3",4854.4243,716.8579,17.403131,40.0
281474976710727,7856,0,"Neurod6",4854.206,666.511,15.825372,16.767607
281474976710728,7713,0,"Dkk3",4854.5957,712.45685,16.056429,30.238195
281474976710729,7856,0,"Bhlhe40",4854.533,673.0931,16.373922,17.299652
281474976710730,7713,1,"Bhlhe40",4854.93,718.8135,16.360996,12.362641
281474976710731,7711,1,"Bhlhe40",4855.7695,763.54034,15.7528305,40.0
281474976710732,7710,0,"Bhlhe40",4855.601,693.6427,14.768354,40.0
281474976710733,7712,0,"Dkk3",4856.884,787.4315,15.102122,40.0
281474976710734,7856,0,"Dkk3",4856.314,676.0335,15.463362,40.0
281474976710735,7875,0,"Bhlhe40",4856.4346,629.7718,14.476497,40.0
281474976710736,7856,0,"Dkk3",4856.5938,674.7736,15.728714,28.154264
281474976710737,7712,1,"Bhlhe40",4857.68,776.28143,15.297981,17.212164
281474976710738,7856,0,"Dkk3",4857.1885,675.82367,15.887471,40.0
281474976710739,9292,1,"Bhlhe40",4858.8354,881.5491,14.665246,40.0
281474976710740,7714,1,"Lyz2",4857.6514,738.9284,16.067604,40.0
281474976710741,7714,1,"Lyz2",4857.778,736.35834,15.309471,40.0
281474976710742,7713,1,"Dkk3",4857.819,718.50635,15.140773,40.0
281474976710743,7712,0,"Bhlhe40",4858.566,769.6289,14.117015,10.386743
281474976710744,9292,0,"Dkk3",4859.5957,877.9443,15.262831,15.529349
281474976710745,9292,1,"Dkk3",4859.8096,886.69824,15.045836,15.097574
281474976710746,7712,0,"Bhlhe40",4859.075,772.81915,15.405726,40.0
281474976710747,7714,0,"Dkk3",4859.089,728.4485,15.331671,40.0
281474976710748,7856,1,"Neurod6",4859.048,670.68396,15.161108,40.0
281474976710749,9292,0,"Dkk3",4860.6763,876.7447,15.861473,22.868979
281474976710750,7714,1,"Lyz2",4859.725,739.33984,15.514409,15.7414875
281474976710751,9289,0,"Neurod6",4860.972,871.6351,16.228224,15.624968
281474976710752,7884,0,"Neurod6",4859.4634,645.66394,14.369695,40.0
281474976710753,7875,0,"Dkk3",4859.6787,628.5822,14.95534,40.0
281474976710754,-1,0,"Dkk3",4861.507,845.35876,13.931773,40.0
281474976710755,7715,0,"Bhlhe40",4860.6978,699.5192,14.71741,40.0
281474976710756,7715,0,"Dkk3",4861.2373,695.38214,14.403265,40.0
281474976710757,7884,0,"Car4",4861.102,660.48065,15.291632,40.0
281474976710758,7852,0,"Dkk3",4862.0044,641.6062,14.91113,16.515629
281474976710759,9289,0,"Dkk3",4863.8486,873.9867,15.455351,40.0
281474976710760,7884,0,"Dkk3",4862.4355,660.1351,15.168895,40.0
281474976710761,7856,1,"Neurod6",4862.764,669.5309,15.734079,28.154264
281474976710762,7884,0,"Bhlhe40",4863.306,653.3671,15.675906,40.0
281474976710763,7884,1,"Dkk3",4863.381,656.2449,14.652342,40.0
281474976710764,7716,0,"Sema5b",4863.945,727.4527,15.301,15.534173
281474976710765,7884,1,"Dkk3",4863.8105,654.75073,17.160006,28.154264
281474976710766,9289,0,"Dkk3",4865.797,865.0724,13.948934,40.0
281474976710767,7716,0,"Bhlhe40",4864.8467,728.3099,14.620031,40.0
281474976710768,9289,0,"Dkk3",4866.5757,870.1047,16.134409,15.783508
281474976710769,7875,0,"Dkk3",4865.1143,629.4318,15.693524,40.0
281474976710770,-1,0,"Dkk3",4865.4824,576.78564,14.357988,40.0
281474976710771,7856,0,"Neurod6",4866.275,680.614,14.359996,25.83778
281474976710772,7875,1,"Sema5b",4866.104,628.0838,15.495086,15.7933235
281474976710773,7716,0,"Bhlhe40",4866.663,728.37024,16.383087,40.0
281474976710774,7856,1,"Bhlhe40",4866.35,671.6094,16.514698,40.0
281474976710775,7716,0,"Lyz2",4866.76,737.0064,15.321802,40.0
281474976710776,7715,0,"Dkk3",4866.603,706.5541,14.289391,40.0
281474976710777,7884,0,"Bhlhe40",4867.028,663.7276,15.748475,15.913863
281474976710778,7856,0,"Bhlhe40",4867.2256,677.311,14.871523,40.0
281474976710779,7736,0,"Nxph3",4868.5273,826.5016,15.218588,40.0
281474976710780,7884,0,"Dkk3",4867.562,662.3926,14.836474,40.0
281474976710781,7716,0,"Neurod6",4867.986,726.1384,15.504319,22.870846
281474976710782,7884,0,"Bhlhe40",4867.6807,653.5226,14.495844,40.0
281474976710783,7884,1,"Dkk3",4867.982,655.31464,17.195143,18.226213
281474976710784,7884,1,"Dkk3",4868.376,657.5882,16.69747,22.906815
281474976710785,7884,1,"Car4",4868.63,656.19135,14.461533,40.0
281474976710786,727,0,"Lyz2",4870.0977,856.56445,14.351687,15.823069
281474976710787,7875,1,"Bhlhe40",4869.1836,631.06586,16.045414,40.0
281474976710788,7884,1,"Dkk3",4869.3955,654.8773,17.503054,40.0
281474976710789,7748,0,"Gjb2",4870.259,785.4584,14.393155,40.0
281474976710790,7884,1,"Neurod6",4869.7637,656.92377,15.547386,23.007393
281474976710791,7884,1,"Bhlhe40",4870.03,655.61523,15.926524,40.0
281474976710792,7715,1,"Dkk3",4870.557,694.04395,14.354898,40.0
281474976710793,7716,1,"Neurod6",4870.9946,731.50977,13.727303,9.401526
281474976710794,7852,1,"Dkk3",4870.584,631.41235,16.716707,28.924047
281474976710795,7736,0,"Bhlhe40",4871.6987,822.43695,14.847184,10.386743
281474976710796,7729,1,"Neurod6",4871.796,796.28564,15.554027,40.0
281474976710797,7715,1,"Dkk3",4871.138,696.91113,16.769938,40.0
281474976710798,7878,0,"Neurod6",4870.9683,649.5265,17.066284,40.0
281474976710799,7717,0,"Bhlhe40",4871.2163,680.13324,14.777045,26.538876
281474976710800,7748,0,"Bhlhe40",4871.797,783.65186,13.929102,40.0
281474976710801,7716,1,"Neurod6",4871.4233,727.66473,17.960468,8.831764
281474976710802,7717,0,"Dkk3",4871.4478,681.5232,13.927548,25.682915
281474976710803,7852,0,"Dkk3",4871.471,641.431,14.229523,40.0
281474976710804,7884,0,"Dkk3",4871.783,658.9115,16.9245,40.0
281474976710805,9289,0,"Dkk3",4873.291,880.1354,15.902766,40.0
281474976710806,7852,1,"Dkk3",4871.7646,637.4228,14.938185,40.0
281474976710807,7716,1,"Neurod6",4872.2935,725.7193,16.89597,40.0
281474976710808,7729,1,"Car4",4872.9414,796.25195,16.6865,15.715011
281474976710809,7722,0,"Lyz2",4872.705,762.8335,15.494779,40.0
281474976710810,7716,0,"Dkk3",4872.6416,723.5452,15.270782,23.175034
281474976710811,7856,0,"Bhlhe40",4872.439,667.2686,14.887299,40.0
281474976710812,7884,0,"Dkk3",4872.3564,652.6528,14.866837,40.0
281474976710813,7719,0,"Bhlhe40",4872.7314,688.2466,15.732953,9.167256
281474976710814,9289,0,"Lyz2",4874.4067,879.63116,14.857708,15.774409
281474976710815,7736,0,"Bhlhe40",4874.074,823.8107,15.7473545,40.0
281474976710816,7716,1,"Neurod6",4873.808,727.8625,17.43612,17.112354
281474976710817,7718,1,"Lyz2",4873.6367,678.47266,15.056648,28.924047
281474976710818,7722,0,"Bhlhe40",4874.276,779.36206,14.322255,40.0
281474976710819,7884,0,"Dkk3",4874.0083,666.4208,14.795294,25.83778
281474976710820,7715,0,"Bhlhe40",4874.122,695.6173,14.350037,40.0
281474976710821,7729,1,"Dkk3",4875.2285,800.19415,17.20545,40.0
281474976710822,7733,0,"Wfs1",4875.417,809.5584,14.776903,40.0
281474976710823,7852,1,"Neurod6",4874.46,633.59686,14.2660885,40.0
281474976710824,7716,0,"Lyz2",4874.8906,721.4696,14.598887,40.0
281474976710825,9289,1,"Dkk3",4876.1016,875.6638,14.722607,22.870258
281474976710826,7716,0,"Neurod6",4875.176,731.10565,15.528618,40.0
281474976710827,7718,1,"Neurod6",4875.121,682.13165,14.696095,40.0
281474976710828,7852,0,"Gjb2",4875.2725,639.761,14.545171,40.0
281474976710829,7719,0,"Dkk3",4875.413,684.93,15.351924,31.84678
281474976710830,7729,1,"Dkk3",4876.212,800.2423,17.102398,28.154264
281474976710831,7718,0,"Dkk3",4876.1587,673.9774,14.511608,10.317427
281474976710832,7852,1,"Dkk3",4875.916,633.21643,15.812899,40.0
281474976710833,7721,0,"Dkk3",4877.166,836.923,14.937227,40.0
281474976710834,7718,1,"Bhlhe40",4876.147,678.71985,17.012878,40.0
281474976710835,7878,0,"Dkk3",4876.151,658.76434,15.270818,40.0
281474976710836,7878,1,"Neurod6",4876.411,652.29376,14.808133,40.0
281474976710837,7718,1,"Neurod6",4876.8066,678.1363,14.99092,17.184156
281474976710838,7878,1,"Dkk3",4876.7188,649.5623,14.867198,40.0
281474976710839,9289,0,"Bhlhe40",4878.3726,873.2348,14.375399,31.836647
281474976710840,7716,0,"Dkk3",4877.2856,728.1347,13.816488,28.154264
281474976710841,7718,1,"Dkk3",4877.0303,675.86273,15.59515,28.154264
281474976710842,7721,0,"Dkk3",4878.2695,831.0829,15.365562,22.923006
281474976710843,7718,0,"Neurod6",4877.645,671.0372,14.227594,40.0
281474976710844,7718,1,"Bhlhe40",4877.6973,682.694,16.835777,40.0
281474976710845,7716,0,"Neurod6",4878.6245,721.23016,14.111714,15.870037
281474976710846,7718,1,"Lyz2",4878.5947,682.26874,15.348,28.924047
281474976710847,7718,0,"Bhlhe40",4878.685,672.17444,14.220144,40.0
281474976710848,7748,1,"Lyz2",4879.449,786.03217,15.059651,15.788396
281474976710849,7716,0,"Dkk3",4879.3823,722.3123,14.251525,17.188131
281474976710850,7718,1,"Dkk3",4879.291,674.70984,16.088219,19.215946
281474976710851,7721,1,"Bhlhe40",4880.3574,830.0424,14.895322,40.0
281474976710852,7878,1,"Bhlhe40",4879.3267,649.5355,15.192215,40.0
281474976710853,7736,0,"Bhlhe40",4880.643,821.10077,14.142723,40.0
281474976710854,7722,0,"Dkk3",4880.452,779.79016,14.873238,30.971222
281474976710855,7718,1,"Neurod6",4879.936,682.6149,17.431112,40.0
281474976710856,7719,1,"Car4",4879.967,688.0664,14.747049,25.766539
281474976710857,727,1,"Bhlhe40",4881.3364,859.2384,16.051085,40.0
281474976710858,727,1,"Bhlhe40",4881.4424,860.4284,14.384184,40.0
281474976710859,7732,1,"Sox10",4880.9604,796.50073,14.88263,16.40731
281474976710860,7748,1,"Neurod6",4881.342,787.0687,14.988447,40.0
281474976710861,7878,1,"Dkk3",4880.6597,650.1879,14.671764,15.783508
281474976710862,7878,1,"Cpne8",4880.79,649.7125,18.543354,40.0
281474976710863,7749,0,"Sst",4882.1343,817.5049,14.407528,40.0
281474976710864,7721,1,"Dkk3",4882.405,829.72156,15.96242,40.0
281474976710865,7720,0,"Neurod6",4881.8604,749.2085,14.834648,40.0
281474976710866,7716,0,"Bhlhe40",4881.7803,721.25665,14.086485,40.0
281474976710867,7749,1,"Cpne8",4882.5396,813.15234,16.512785,22.881916
281474976710868,7721,1,"Cpne8",4883.403,830.6587,15.9327545,40.0
281474976710869,727,1,"Dkk3",4883.984,862.41473,14.194018,17.188131
281474976710870,7878,0,"Dkk3",4882.822,642.13086,17.427513,14.818589
281474976710871,7718,1,"Neurod6",4882.925,678.90985,16.278599,40.0
281474976710872,727,1,"Neurod6",4884.9375,863.9943,15.765162,16.559141
281474976710873,7718,1,"Bhlhe40",4883.596,680.51056,16.220057,16.57575
281474976710874,7751,0,"Bhlhe40",4884.9634,832.12933,15.437869,23.55252
281474976710875,7751,0,"Neurod6",4885.443,833.3883,14.248973,25.83778
281474976710876,7718,0,"Bhlhe40",4885.4478,676.67267,14.625418,40.0
281474976710877,7878,0,"Dkk3",4885.3154,662.5505,14.660876,40.0
281474976710878,7716,0,"Cpne8",4885.9585,722.3668,14.329351,40.0
281474976710879,7749,1,"Sst",4886.6597,813.2922,14.236599,25.212542
281474976710880,7878,0,"Dkk3",4885.9404,655.4686,14.815485,40.0
281474976710881,7718,0,"Dkk3",4886.988,679.3877,14.3832,40.0
281474976710882,7719,0,"Bhlhe40",4887.462,688.93115,14.3727665,40.0
281474976710883,7750,0,"Sst",4888.5054,824.01227,14.864747,40.0
281474976710884,7878,0,"Dkk3",4887.568,659.9316,14.626449,22.894348
281474976710885,7892,0,"Bhlhe40",4888.3975,631.6255,14.511377,40.0
281474976710886,7751,0,"Sst",4889.904,827.15314,14.004606,40.0
281474976710887,7718,0,"Neurod6",4889.323,679.6979,14.2441025,23.487532
281474976710888,7892,0,"Lyz2",4889.357,635.64453,15.219673,40.0
281474976710889,7733,0,"Neurod6",4890.243,802.4992,14.282031,16.14544
281474976710890,9291,0,"Lyz2",4891.267,879.28796,14.732826,40.0
281474976710891,7719,0,"Neurod6",4890.4307,687.5231,14.56913,40.0
281474976710892,7742,0,"Bhlhe40",4890.6587,694.4219,13.996644,25.560059
281474976710893,7745,0,"Lyz2",4890.9966,722.6097,14.204508,28.924047
281474976710894,7745,0,"Dkk3",4891.1963,716.2183,14.61857,40.0
281474976710895,7750,1,"Sst",4891.955,817.7505,14.111917,22.860416
281474976710896,7719,0,"Bhlhe40",4891.211,688.01184,14.635025,28.924047
281474976710897,723,1,"Neurod6",4892.3545,843.3928,14.461592,40.0
281474976710898,7740,0,"Dkk3",4891.786,691.0993,14.275881,40.0
281474976710899,7734,1,"Dkk3",4893.3403,811.0298,14.788014,40.0
281474976710900,7740,0,"Dkk3",4892.8257,689.06866,14.927267,40.0
281474976710901,7750,0,"Sst",4893.924,815.92316,14.878742,25.560059
281474976710902,7720,0,"Dkk3",4893.445,747.432,14.864375,40.0
281474976710903,7892,0,"Bhlhe40",4893.009,640.8776,14.162122,28.842278
281474976710904,705,0,"BLANK_0434",4894.7153,866.68384,15.268562,9.999108
281474976710905,7892,1,"Dkk3",4893.6626,641.1818,14.444022,14.818589
281474976710906,7892,1,"Dkk3",4893.9277,640.6481,14.645554,14.982042
281474976710907,7892,0,"Neurod6",4894.1143,647.21277,15.12171,40.0
281474976710908,7750,0,"Sst",4895.7236,820.36426,14.525902,22.880922
281474976710909,7892,0,"Dkk3",4894.8096,647.8859,15.7396145,40.0
281474976710910,7892,0,"Dkk3",4895.27,636.05273,14.935426,15.178098
281474976710911,723,0,"Dkk3",4896.6143,843.9428,15.971474,15.783508
281474976710912,705,1,"Lyz2",4896.7754,862.6182,15.961048,15.6725645
281474976710913,7744,0,"Dkk3",4896.1865,712.2284,15.226088,40.0
281474976710914,7742,0,"Dkk3",4896.2373,703.14355,14.148529,40.0
281474976710915,7897,0,"Dkk3",4896.2324,670.5532,15.389281,30.238195
281474976710916,7750,0,"Sst",4897.1846,822.1721,15.341072,24.927559
281474976710917,710,1,"Bhlhe40",4897.4736,844.9129,14.349475,40.0
281474976710918,705,1,"Dkk3",4897.7915,865.31836,15.849108,40.0
281474976710919,705,0,"Neurod6",4897.713,866.4074,14.212033,24.777378
281474976710920,710,0,"Bhlhe40",4897.7837,848.388,15.97583,22.884745
281474976710921,705,0,"Dkk3",4898.1577,873.863,14.715797,18.36864
281474976710922,705,1,"Bhlhe40",4898.494,862.1874,14.666656,22.881916
